,code,state,date,total_population,cases,deaths
0,AL,Alabama,2020-01-22,4887871.0,0,0
1,AL,Alabama,2020-01-25,4887871.0,0,0
2,AL,Alabama,2020-01-26,4887871.0,0,0
3,AL,Alabama,2020-01-27,4887871.0,0,0
4,AL,Alabama,2020-01-28,4887871.0,0,0
5,AL,Alabama,2020-01-23,4887871.0,0,0
6,AL,Alabama,2020-01-24,4887871.0,0,0
7,AL,Alabama,2020-01-29,4887871.0,0,0
8,AL,Alabama,2020-01-30,4887871.0,0,0
9,AL,Alabama,2020-01-31,4887871.0,0,0
10,AL,Alabama,2020-02-01,4887871.0,0,0
11,AL,Alabama,2020-02-02,4887871.0,0,0
12,AL,Alabama,2020-02-03,4887871.0,0,0
13,AL,Alabama,2020-02-04,4887871.0,0,0
14,AL,Alabama,2020-02-05,4887871.0,0,0
15,AL,Alabama,2020-02-22,4887871.0,0,0
16,AL,Alabama,2020-02-23,4887871.0,0,0
17,AL,Alabama,2020-02-24,4887871.0,0,0
18,AL,Alabama,2020-02-25,4887871.0,0,0
19,AL,Alabama,2020-02-26,4887871.0,0,0
20,AL,Alabama,2020-02-27,4887871.0,0,0
21,AL,Alabama,2020-02-28,4887871.0,0,0
22,AL,Alabama,2020-02-29,4887871.0,0,0
23,AL,Alabama,2020-03-01,4887871.0,0,0
24,AL,Alabama,2020-03-02,4887871.0,0,0
25,AL,Alabama,2020-03-03,4887871.0,0,0
26,AL,Alabama,2020-03-04,4887871.0,0,0
27,AL,Alabama,2020-03-05,4887871.0,0,0
28,AL,Alabama,2020-03-06,4887871.0,0,0
29,AL,Alabama,2020-03-07,4887871.0,0,0
30,AL,Alabama,2020-03-08,4887871.0,0,0
31,AL,Alabama,2020-03-09,4887871.0,0,0
32,AL,Alabama,2020-03-10,4887871.0,0,0
33,AL,Alabama,2020-03-11,4887871.0,3,0
34,AL,Alabama,2020-03-12,4887871.0,4,0
35,AL,Alabama,2020-03-13,4887871.0,8,0
36,AL,Alabama,2020-03-14,4887871.0,15,0
37,AL,Alabama,2020-03-15,4887871.0,28,0
38,AL,Alabama,2020-03-16,4887871.0,36,0
39,AL,Alabama,2020-03-17,4887871.0,51,0
40,AL,Alabama,2020-03-18,4887871.0,61,0
41,AL,Alabama,2020-03-19,4887871.0,88,0
42,AL,Alabama,2020-03-20,4887871.0,115,0
43,AL,Alabama,2020-03-21,4887871.0,149,0
44,AL,Alabama,2020-03-22,4887871.0,180,0
45,AL,Alabama,2020-03-23,4887871.0,224,0
46,AL,Alabama,2020-03-24,4887871.0,298,0
47,AL,Alabama,2020-02-06,4887871.0,0,0
48,AL,Alabama,2020-02-07,4887871.0,0,0
49,AL,Alabama,2020-02-08,4887871.0,0,0
50,AL,Alabama,2020-02-09,4887871.0,0,0
51,AL,Alabama,2020-02-10,4887871.0,0,0
52,AL,Alabama,2020-02-11,4887871.0,0,0
53,AL,Alabama,2020-02-12,4887871.0,0,0
54,AL,Alabama,2020-02-13,4887871.0,0,0
55,AL,Alabama,2020-02-14,4887871.0,0,0
56,AL,Alabama,2020-02-15,4887871.0,0,0
57,AL,Alabama,2020-02-16,4887871.0,0,0
58,AL,Alabama,2020-02-17,4887871.0,0,0
59,AL,Alabama,2020-02-18,4887871.0,0,0
60,AL,Alabama,2020-02-19,4887871.0,0,0
61,AL,Alabama,2020-02-20,4887871.0,0,0
62,AL,Alabama,2020-02-21,4887871.0,0,0
63,AL,Alabama,2020-03-25,4887871.0,472,1
64,AL,Alabama,2020-03-26,4887871.0,574,1
65,AL,Alabama,2020-03-27,4887871.0,684,4
66,AL,Alabama,2020-03-28,4887871.0,801,4
67,AL,Alabama,2020-03-29,4887871.0,880,10
68,AL,Alabama,2020-03-30,4887871.0,1001,10
69,AL,Alabama,2020-03-31,4887871.0,1063,23
70,AL,Alabama,2020-04-01,4887871.0,1175,27
71,AL,Alabama,2020-04-02,4887871.0,1371,32
72,AL,Alabama,2020-04-03,4887871.0,1606,38
73,AL,Alabama,2020-04-04,4887871.0,1727,44
74,AL,Alabama,2020-04-05,4887871.0,1905,45
75,AL,Alabama,2020-04-06,4887871.0,2079,49
76,AL,Alabama,2020-04-07,4887871.0,2308,64
77,AL,Alabama,2020-04-08,4887871.0,2614,66
78,AL,Alabama,2020-04-09,4887871.0,2954,70
79,AL,Alabama,2020-04-10,4887871.0,3112,80
80,AL,Alabama,2020-04-11,4887871.0,3346,92
81,AL,Alabama,2020-04-12,4887871.0,3667,93
82,AL,Alabama,2020-04-13,4887871.0,3870,99
83,AL,Alabama,2020-04-14,4887871.0,4041,114
84,AL,Alabama,2020-04-15,4887871.0,4307,118
85,AL,Alabama,2020-04-16,4887871.0,4465,133
86,AL,Alabama,2020-04-17,4887871.0,4557,148
87,AL,Alabama,2020-04-18,4887871.0,4788,153
88,AL,Alabama,2020-04-19,4887871.0,4978,157
89,AL,Alabama,2020-04-20,4887871.0,5163,163
90,AL,Alabama,2020-04-21,4887871.0,5404,183
91,AL,Alabama,2020-04-22,4887871.0,5692,196
92,AL,Alabama,2020-04-23,4887871.0,5899,202
93,AL,Alabama,2020-04-24,4887871.0,6092,209
94,AL,Alabama,2020-04-25,4887871.0,6274,209
95,AL,Alabama,2020-04-26,4887871.0,6475,219
96,AL,Alabama,2020-04-27,4887871.0,6621,228
97,AL,Alabama,2020-04-28,4887871.0,6820,242
98,AL,Alabama,2020-04-29,4887871.0,6979,256
99,AL,Alabama,2020-04-30,4887871.0,7187,272
100,AL,Alabama,2020-05-01,4887871.0,7440,289
101,AL,Alabama,2020-05-02,4887871.0,7700,288
102,AL,Alabama,2020-05-03,4887871.0,7977,290
103,AL,Alabama,2020-05-04,4887871.0,8203,298
104,AL,Alabama,2020-05-05,4887871.0,8520,315
105,AL,Alabama,2020-05-06,4887871.0,8769,343
106,AL,Alabama,2020-05-07,4887871.0,9115,369
107,AL,Alabama,2020-05-08,4887871.0,9437,383
108,AL,Alabama,2020-05-09,4887871.0,9720,390
109,AL,Alabama,2020-05-10,4887871.0,9982,393
110,AL,Alabama,2020-05-11,4887871.0,10262,403
111,AL,Alabama,2020-05-12,4887871.0,10566,435
112,AL,Alabama,2020-05-13,4887871.0,10822,450
113,AL,Alabama,2020-05-14,4887871.0,11161,473
114,AL,Alabama,2020-05-15,4887871.0,11494,483
115,AL,Alabama,2020-05-16,4887871.0,11828,485
116,AL,Alabama,2020-05-17,4887871.0,12137,488
117,AL,Alabama,2020-05-18,4887871.0,12438,489
118,AL,Alabama,2020-05-19,4887871.0,12825,504
119,AL,Alabama,2020-05-20,4887871.0,13186,522
120,AL,Alabama,2020-05-21,4887871.0,13590,529
121,AL,Alabama,2020-05-22,4887871.0,13954,541
122,AL,Alabama,2020-05-23,4887871.0,14328,549
123,AL,Alabama,2020-05-24,4887871.0,14676,551
124,AL,Alabama,2020-05-25,4887871.0,15309,566
125,AL,Alabama,2020-05-26,4887871.0,15899,580
126,AL,Alabama,2020-05-27,4887871.0,16263,583
127,AL,Alabama,2020-05-28,4887871.0,16749,591
128,AL,Alabama,2020-05-29,4887871.0,17262,610
129,AL,Alabama,2020-05-30,4887871.0,17689,618
130,AL,Alabama,2020-05-31,4887871.0,18200,630
131,AL,Alabama,2020-06-01,4887871.0,18525,646
132,AL,Alabama,2020-06-02,4887871.0,18734,653
133,AL,Alabama,2020-06-03,4887871.0,18954,653
134,AL,Alabama,2020-06-04,4887871.0,19262,653
135,AL,Alabama,2020-06-05,4887871.0,19910,676
136,AL,Alabama,2020-06-06,4887871.0,20355,689
137,AL,Alabama,2020-06-07,4887871.0,20777,692
138,AL,Alabama,2020-06-08,4887871.0,21268,718
139,AL,Alabama,2020-06-09,4887871.0,21834,729
140,AL,Alabama,2020-06-10,4887871.0,22659,744
141,AL,Alabama,2020-06-11,4887871.0,23370,755
142,AL,Alabama,2020-06-12,4887871.0,24405,769
143,AL,Alabama,2020-06-13,4887871.0,25364,773
144,AL,Alabama,2020-06-14,4887871.0,26182,773
145,AL,Alabama,2020-06-15,4887871.0,26485,774
146,AL,Alabama,2020-06-16,4887871.0,27034,785
147,AL,Alabama,2020-06-17,4887871.0,27941,790
148,AL,Alabama,2020-06-18,4887871.0,28676,810
149,AL,Alabama,2020-06-19,4887871.0,29225,822
150,AL,Alabama,2020-06-20,4887871.0,29683,838
151,AL,Alabama,2020-06-21,4887871.0,30122,839
152,AL,Alabama,2020-06-22,4887871.0,30771,841
153,AL,Alabama,2020-06-23,4887871.0,31889,864
154,AL,Alabama,2020-06-24,4887871.0,32878,891
155,AL,Alabama,2020-06-25,4887871.0,33880,896
156,AL,Alabama,2020-06-26,4887871.0,34903,907
157,AL,Alabama,2020-06-27,4887871.0,35083,919
158,AL,Alabama,2020-06-28,4887871.0,36503,919
159,AL,Alabama,2020-06-29,4887871.0,37589,929
160,AL,Alabama,2020-06-30,4887871.0,38477,950
161,AL,Alabama,2020-07-01,4887871.0,39647,972
162,AL,Alabama,2020-07-02,4887871.0,41340,985
163,AL,Alabama,2020-07-03,4887871.0,42255,1006
164,AL,Alabama,2020-07-04,4887871.0,43216,1007
165,AL,Alabama,2020-07-05,4887871.0,44022,1007
166,AL,Alabama,2020-07-06,4887871.0,44932,1007
167,AL,Alabama,2020-07-07,4887871.0,46348,1033
168,AL,Alabama,2020-07-08,4887871.0,48149,1058
169,AL,Alabama,2020-07-09,4887871.0,49695,1068
170,AL,Alabama,2020-07-10,4887871.0,51329,1104
171,AL,Alabama,2020-07-11,4887871.0,52802,1114
172,AL,Alabama,2020-07-12,4887871.0,54781,1121
173,AL,Alabama,2020-07-13,4887871.0,56168,1124
174,AL,Alabama,2020-07-14,4887871.0,58284,1164
175,AL,Alabama,2020-07-15,4887871.0,60194,1211
176,AL,Alabama,2020-07-16,4887871.0,62128,1230
177,AL,Alabama,2020-07-17,4887871.0,64152,1265
178,AL,Alabama,2020-07-18,4887871.0,66181,1286
179,AL,Alabama,2020-07-19,4887871.0,67733,1287
180,AL,Alabama,2020-07-20,4887871.0,69236,1291
181,AL,Alabama,2020-07-21,4887871.0,70600,1303
182,AL,Alabama,2020-07-22,4887871.0,72594,1364
183,AL,Alabama,2020-07-23,4887871.0,74685,1397
184,AL,Alabama,2020-07-24,4887871.0,76795,1438
185,AL,Alabama,2020-07-25,4887871.0,78188,1456
186,AL,Alabama,2020-07-26,4887871.0,79948,1473
187,AL,Alabama,2020-07-27,4887871.0,81256,1491
188,AL,Alabama,2020-07-28,4887871.0,82698,1491
189,AL,Alabama,2020-07-29,4887871.0,84652,1538
190,AL,Alabama,2020-07-30,4887871.0,86664,1565
191,AL,Alabama,2020-07-31,4887871.0,88266,1580
192,AL,Alabama,2020-08-01,4887871.0,90299,1603
193,AL,Alabama,2020-08-02,4887871.0,91458,1627
194,AL,Alabama,2020-08-03,4887871.0,92502,1633
195,AL,Alabama,2020-08-04,4887871.0,93457,1666
196,AL,Alabama,2020-08-05,4887871.0,95323,1695
197,AL,Alabama,2020-08-06,4887871.0,97044,1714
198,AL,Alabama,2020-08-07,4887871.0,98895,1735
199,AL,Alabama,2020-08-08,4887871.0,99854,1755
200,AL,Alabama,2020-08-09,4887871.0,101466,1768
201,AL,Alabama,2020-08-10,4887871.0,102391,1797
202,AL,Alabama,2020-08-11,4887871.0,103485,1847
203,AL,Alabama,2020-08-12,4887871.0,104219,1882
204,AL,Alabama,2020-08-13,4887871.0,104976,1890
205,AL,Alabama,2020-08-14,4887871.0,106096,1893
206,AL,Alabama,2020-08-15,4887871.0,106926,1896
207,AL,Alabama,2020-08-16,4887871.0,107667,1898
208,AL,Alabama,2020-08-17,4887871.0,109092,1925
209,AL,Alabama,2020-08-18,4887871.0,110415,1936
210,AL,Alabama,2020-08-19,4887871.0,111696,1944
211,AL,Alabama,2020-08-20,4887871.0,112737,1974
212,AL,Alabama,2020-08-21,4887871.0,114212,1996
213,AL,Alabama,2020-08-22,4887871.0,114809,2011
214,AL,Alabama,2020-08-23,4887871.0,115485,2013
215,AL,Alabama,2020-08-24,4887871.0,116045,2024
216,AL,Alabama,2020-08-25,4887871.0,118190,2037
217,AL,Alabama,2020-08-26,4887871.0,119904,2045
218,AL,Alabama,2020-08-27,4887871.0,121041,2076
219,AL,Alabama,2020-08-28,4887871.0,122879,2107
220,AL,Alabama,2020-08-29,4887871.0,124155,2152
221,AL,Alabama,2020-08-30,4887871.0,124944,2162
222,AL,Alabama,2020-08-31,4887871.0,126500,2182
223,AL,Alabama,2020-09-01,4887871.0,127234,2200
224,AL,Alabama,2020-09-02,4887871.0,128240,2217
225,AL,Alabama,2020-09-03,4887871.0,129225,2233
226,AL,Alabama,2020-09-04,4887871.0,130373,2266
227,AL,Alabama,2020-09-05,4887871.0,130914,2275
228,AL,Alabama,2020-09-06,4887871.0,131690,2276
229,AL,Alabama,2020-09-07,4887871.0,132221,2276
230,AL,Alabama,2020-09-08,4887871.0,133005,2277
231,AL,Alabama,2020-09-09,4887871.0,134061,2285
232,AL,Alabama,2020-09-10,4887871.0,135138,2301
233,AL,Alabama,2020-09-11,4887871.0,136107,2333
234,AL,Alabama,2020-09-12,4887871.0,137166,2350
235,AL,Alabama,2020-09-13,4887871.0,137861,2351
236,AL,Alabama,2020-09-14,4887871.0,138619,2355
237,AL,Alabama,2020-09-15,4887871.0,139660,2387
238,AL,Alabama,2020-09-16,4887871.0,140423,2392
239,AL,Alabama,2020-09-17,4887871.0,141454,2401
240,AL,Alabama,2020-09-18,4887871.0,142768,2428
241,AL,Alabama,2020-09-19,4887871.0,143578,2437
242,AL,Alabama,2020-09-20,4887871.0,144325,2437
243,AL,Alabama,2020-09-21,4887871.0,145202,2439
244,AL,Alabama,2020-09-22,4887871.0,145859,2457
245,AL,Alabama,2020-09-23,4887871.0,146897,2488
246,AL,Alabama,2020-09-24,4887871.0,149263,2506
247,AL,Alabama,2020-09-25,4887871.0,150239,2491
248,AL,Alabama,2020-09-26,4887871.0,150965,2501
249,AL,Alabama,2020-09-27,4887871.0,151604,2501
250,AL,Alabama,2020-09-28,4887871.0,152350,2501
251,AL,Alabama,2020-09-29,4887871.0,153584,2517
252,AL,Alabama,2020-09-30,4887871.0,154772,2540
253,AL,Alabama,2020-10-01,4887871.0,155727,2548
254,AL,Alabama,2020-10-02,4887871.0,157402,2550
255,AL,Alabama,2020-10-03,4887871.0,158181,2558
256,AL,Alabama,2020-10-04,4887871.0,158717,2558
257,AL,Alabama,2020-10-05,4887871.0,159476,2559
258,AL,Alabama,2020-10-06,4887871.0,160485,2580
259,AL,Alabama,2020-10-07,4887871.0,161085,2601
260,AL,Alabama,2020-10-08,4887871.0,162683,2637
261,AL,Alabama,2020-10-09,4887871.0,163897,2653
262,AL,Alabama,2020-10-10,4887871.0,164698,2664
263,AL,Alabama,2020-10-11,4887871.0,165414,2664
264,AL,Alabama,2020-10-12,4887871.0,166514,2665
265,AL,Alabama,2020-10-13,4887871.0,167396,2665
266,AL,Alabama,2020-10-14,4887871.0,168620,2706
267,AL,Alabama,2020-10-15,4887871.0,169845,2756
268,AL,Alabama,2020-10-16,4887871.0,171157,2786
269,AL,Alabama,2020-10-17,4887871.0,172137,2788
270,AL,Alabama,2020-10-18,4887871.0,173002,2788
271,AL,Alabama,2020-10-19,4887871.0,174078,2789
272,AL,Alabama,2020-10-20,4887871.0,175210,2805
273,AL,Alabama,2020-10-21,4887871.0,176605,2828
274,AL,Alabama,2020-10-22,4887871.0,180437,2843
275,AL,Alabama,2020-10-23,4887871.0,182567,2859
276,AL,Alabama,2020-10-24,4887871.0,183831,2866
277,AL,Alabama,2020-10-25,4887871.0,184723,2866
278,AL,Alabama,2020-10-26,4887871.0,185938,2866
279,AL,Alabama,2020-10-27,4887871.0,187267,2892
280,AL,Alabama,2020-10-28,4887871.0,188775,2911
281,AL,Alabama,2020-10-29,4887871.0,190113,2914
282,AL,Alabama,2020-10-30,4887871.0,191932,2932
283,AL,Alabama,2020-10-31,4887871.0,193613,2967
284,AL,Alabama,2020-11-01,4887871.0,194458,2973
285,AL,Alabama,2020-11-02,4887871.0,195692,2973
286,AL,Alabama,2020-11-03,4887871.0,197504,2987
287,AL,Alabama,2020-11-04,4887871.0,198927,3006
288,AL,Alabama,2020-11-05,4887871.0,200528,3026
289,AL,Alabama,2020-11-06,4887871.0,202131,3049
290,AL,Alabama,2020-11-07,4887871.0,203518,3082
291,AL,Alabama,2020-11-08,4887871.0,204665,3084
292,AL,Alabama,2020-11-09,4887871.0,206523,3084
293,AL,Alabama,2020-11-10,4887871.0,206562,3120
294,AL,Alabama,2020-11-11,4887871.0,208637,3201
295,AL,Alabama,2020-11-12,4887871.0,210637,3213
296,AL,Alabama,2020-11-13,4887871.0,213617,3231
297,AL,Alabama,2020-11-14,4887871.0,215843,3246
298,AL,Alabama,2020-11-15,4887871.0,217822,3248
299,AL,Alabama,2020-11-16,4887871.0,219232,3249
300,AL,Alabama,2020-11-17,4887871.0,220848,3301
301,AL,Alabama,2020-11-18,4887871.0,223486,3347
302,AL,Alabama,2020-11-19,4887871.0,225910,3419
303,AL,Alabama,2020-11-20,4887871.0,228373,3451
304,AL,Alabama,2020-11-21,4887871.0,230708,3457
305,AL,Alabama,2020-11-22,4887871.0,232506,3457
306,AL,Alabama,2020-11-23,4887871.0,234080,3459
307,AL,Alabama,2020-11-24,4887871.0,236865,3472
308,AL,Alabama,2020-11-25,4887871.0,239318,3532
309,AL,Alabama,2020-11-26,4887871.0,241957,3572
310,AL,Alabama,2020-11-27,4887871.0,242874,3572
311,AL,Alabama,2020-11-28,4887871.0,244993,3572
312,AL,Alabama,2020-11-29,4887871.0,247229,3577
313,AL,Alabama,2020-11-30,4887871.0,249524,3578
314,AL,Alabama,2020-12-01,4887871.0,252900,3638
315,AL,Alabama,2020-12-02,4887871.0,256828,3711
316,AL,Alabama,2020-12-03,4887871.0,260359,3776
317,AL,Alabama,2020-12-04,4887871.0,264199,3831
318,AL,Alabama,2020-12-05,4887871.0,267589,3877
319,AL,Alabama,2020-12-06,4887871.0,269877,3889
320,AL,Alabama,2020-12-07,4887871.0,272229,3892
321,AL,Alabama,2020-12-08,4887871.0,276665,3942
322,AL,Alabama,2020-12-09,4887871.0,280187,3985
323,AK,Alaska,2020-01-22,737438.0,0,0
324,AK,Alaska,2020-01-23,737438.0,0,0
325,AK,Alaska,2020-01-24,737438.0,0,0
326,AK,Alaska,2020-01-25,737438.0,0,0
327,AK,Alaska,2020-01-26,737438.0,0,0
328,AK,Alaska,2020-01-27,737438.0,0,0
329,AK,Alaska,2020-01-28,737438.0,0,0
330,AK,Alaska,2020-01-29,737438.0,0,0
331,AK,Alaska,2020-01-30,737438.0,0,0
332,AK,Alaska,2020-01-31,737438.0,0,0
333,AK,Alaska,2020-02-01,737438.0,0,0
334,AK,Alaska,2020-02-02,737438.0,0,0
335,AK,Alaska,2020-02-03,737438.0,0,0
336,AK,Alaska,2020-02-04,737438.0,0,0
337,AK,Alaska,2020-02-05,737438.0,0,0
338,AK,Alaska,2020-02-06,737438.0,0,0
339,AK,Alaska,2020-02-07,737438.0,0,0
340,AK,Alaska,2020-02-08,737438.0,0,0
341,AK,Alaska,2020-02-09,737438.0,0,0
342,AK,Alaska,2020-02-10,737438.0,0,0
343,AK,Alaska,2020-02-11,737438.0,0,0
344,AK,Alaska,2020-02-12,737438.0,0,0
345,AK,Alaska,2020-02-13,737438.0,0,0
346,AK,Alaska,2020-02-14,737438.0,0,0
347,AK,Alaska,2020-02-15,737438.0,0,0
348,AK,Alaska,2020-02-16,737438.0,0,0
349,AK,Alaska,2020-02-17,737438.0,0,0
350,AK,Alaska,2020-02-18,737438.0,0,0
351,AK,Alaska,2020-02-19,737438.0,0,0
352,AK,Alaska,2020-02-20,737438.0,0,0
353,AK,Alaska,2020-02-21,737438.0,0,0
354,AK,Alaska,2020-02-22,737438.0,0,0
355,AK,Alaska,2020-02-23,737438.0,0,0
356,AK,Alaska,2020-02-24,737438.0,0,0
357,AK,Alaska,2020-02-25,737438.0,0,0
358,AK,Alaska,2020-02-26,737438.0,0,0
359,AK,Alaska,2020-02-27,737438.0,0,0
360,AK,Alaska,2020-02-28,737438.0,0,0
361,AK,Alaska,2020-02-29,737438.0,0,0
362,AK,Alaska,2020-03-01,737438.0,0,0
363,AK,Alaska,2020-03-02,737438.0,0,0
364,AK,Alaska,2020-03-03,737438.0,0,0
365,AK,Alaska,2020-03-04,737438.0,0,0
366,AK,Alaska,2020-03-05,737438.0,0,0
367,AK,Alaska,2020-03-06,737438.0,0,0
368,AK,Alaska,2020-03-07,737438.0,0,0
369,AK,Alaska,2020-03-08,737438.0,0,0
370,AK,Alaska,2020-03-09,737438.0,0,0
371,AK,Alaska,2020-03-10,737438.0,0,0
372,AK,Alaska,2020-03-11,737438.0,0,0
373,AK,Alaska,2020-03-12,737438.0,0,0
374,AK,Alaska,2020-03-13,737438.0,1,0
375,AK,Alaska,2020-03-14,737438.0,1,0
376,AK,Alaska,2020-03-15,737438.0,1,0
377,AK,Alaska,2020-03-16,737438.0,1,0
378,AK,Alaska,2020-03-17,737438.0,4,0
379,AK,Alaska,2020-03-18,737438.0,9,0
380,AK,Alaska,2020-03-19,737438.0,12,0
381,AK,Alaska,2020-03-20,737438.0,15,0
382,AK,Alaska,2020-03-21,737438.0,16,0
383,AK,Alaska,2020-03-22,737438.0,26,0
384,AK,Alaska,2020-03-23,737438.0,39,0
385,AK,Alaska,2020-03-24,737438.0,43,0
386,AK,Alaska,2020-03-25,737438.0,50,1
387,AK,Alaska,2020-03-26,737438.0,64,1
388,AK,Alaska,2020-03-27,737438.0,75,1
389,AK,Alaska,2020-03-28,737438.0,92,2
390,AK,Alaska,2020-03-29,737438.0,111,2
391,AK,Alaska,2020-03-30,737438.0,119,3
392,AK,Alaska,2020-03-31,737438.0,129,3
393,AK,Alaska,2020-04-01,737438.0,142,3
394,AK,Alaska,2020-04-02,737438.0,150,3
395,AK,Alaska,2020-04-03,737438.0,161,3
396,AK,Alaska,2020-04-04,737438.0,172,5
397,AK,Alaska,2020-04-05,737438.0,187,6
398,AK,Alaska,2020-04-06,737438.0,193,6
399,AK,Alaska,2020-04-07,737438.0,215,6
400,AK,Alaska,2020-04-08,737438.0,228,7
401,AK,Alaska,2020-04-09,737438.0,238,7
402,AK,Alaska,2020-04-10,737438.0,249,7
403,AK,Alaska,2020-04-11,737438.0,261,8
404,AK,Alaska,2020-04-12,737438.0,276,8
405,AK,Alaska,2020-04-13,737438.0,281,8
406,AK,Alaska,2020-04-14,737438.0,289,9
407,AK,Alaska,2020-04-15,737438.0,297,9
408,AK,Alaska,2020-04-16,737438.0,305,9
409,AK,Alaska,2020-04-17,737438.0,314,9
410,AK,Alaska,2020-04-18,737438.0,319,9
411,AK,Alaska,2020-04-19,737438.0,324,9
412,AK,Alaska,2020-04-20,737438.0,326,9
413,AK,Alaska,2020-04-21,737438.0,334,9
414,AK,Alaska,2020-04-22,737438.0,340,9
415,AK,Alaska,2020-04-23,737438.0,342,9
416,AK,Alaska,2020-04-24,737438.0,344,9
417,AK,Alaska,2020-04-25,737438.0,344,9
418,AK,Alaska,2020-04-26,737438.0,346,9
419,AK,Alaska,2020-04-27,737438.0,350,9
420,AK,Alaska,2020-04-28,737438.0,356,9
421,AK,Alaska,2020-04-29,737438.0,360,9
422,AK,Alaska,2020-04-30,737438.0,360,9
423,AK,Alaska,2020-05-01,737438.0,369,9
424,AK,Alaska,2020-05-02,737438.0,370,9
425,AK,Alaska,2020-05-03,737438.0,373,9
426,AK,Alaska,2020-05-04,737438.0,375,9
427,AK,Alaska,2020-05-05,737438.0,376,9
428,AK,Alaska,2020-05-06,737438.0,377,10
429,AK,Alaska,2020-05-07,737438.0,380,10
430,AK,Alaska,2020-05-08,737438.0,383,10
431,AK,Alaska,2020-05-09,737438.0,385,10
432,AK,Alaska,2020-05-10,737438.0,386,10
433,AK,Alaska,2020-05-11,737438.0,388,10
434,AK,Alaska,2020-05-12,737438.0,390,10
435,AK,Alaska,2020-05-13,737438.0,391,10
436,AK,Alaska,2020-05-14,737438.0,396,10
437,AK,Alaska,2020-05-15,737438.0,398,10
438,AK,Alaska,2020-05-16,737438.0,403,10
439,AK,Alaska,2020-05-17,737438.0,408,10
440,AK,Alaska,2020-05-18,737438.0,411,10
441,AK,Alaska,2020-05-19,737438.0,411,10
442,AK,Alaska,2020-05-20,737438.0,416,10
443,AK,Alaska,2020-05-21,737438.0,416,10
444,AK,Alaska,2020-05-22,737438.0,418,10
445,AK,Alaska,2020-05-23,737438.0,423,10
446,AK,Alaska,2020-05-24,737438.0,423,10
447,AK,Alaska,2020-05-25,737438.0,426,10
448,AK,Alaska,2020-05-26,737438.0,430,10
449,AK,Alaska,2020-05-27,737438.0,431,10
450,AK,Alaska,2020-05-28,737438.0,444,10
451,AK,Alaska,2020-05-29,737438.0,450,10
452,AK,Alaska,2020-05-30,737438.0,455,10
453,AK,Alaska,2020-05-31,737438.0,484,10
454,AK,Alaska,2020-06-01,737438.0,491,10
455,AK,Alaska,2020-06-02,737438.0,512,10
456,AK,Alaska,2020-06-03,737438.0,531,10
457,AK,Alaska,2020-06-04,737438.0,559,10
458,AK,Alaska,2020-06-05,737438.0,572,10
459,AK,Alaska,2020-06-06,737438.0,586,10
460,AK,Alaska,2020-06-07,737438.0,595,10
461,AK,Alaska,2020-06-08,737438.0,614,10
462,AK,Alaska,2020-06-09,737438.0,627,11
463,AK,Alaska,2020-06-10,737438.0,649,11
464,AK,Alaska,2020-06-11,737438.0,676,11
465,AK,Alaska,2020-06-12,737438.0,697,12
466,AK,Alaska,2020-06-13,737438.0,731,12
467,AK,Alaska,2020-06-14,737438.0,743,12
468,AK,Alaska,2020-06-15,737438.0,747,12
469,AK,Alaska,2020-06-16,737438.0,761,12
470,AK,Alaska,2020-06-17,737438.0,786,12
471,AK,Alaska,2020-06-18,737438.0,805,12
472,AK,Alaska,2020-06-19,737438.0,833,12
473,AK,Alaska,2020-06-20,737438.0,856,12
474,AK,Alaska,2020-06-21,737438.0,870,12
475,AK,Alaska,2020-06-22,737438.0,881,12
476,AK,Alaska,2020-06-23,737438.0,915,12
477,AK,Alaska,2020-06-24,737438.0,938,12
478,AK,Alaska,2020-06-25,737438.0,982,12
479,AK,Alaska,2020-06-26,737438.0,1011,14
480,AK,Alaska,2020-06-27,737438.0,1038,14
481,AK,Alaska,2020-06-28,737438.0,1070,14
482,AK,Alaska,2020-06-29,737438.0,1095,14
483,AK,Alaska,2020-06-30,737438.0,1142,14
484,AK,Alaska,2020-07-01,737438.0,1184,14
485,AK,Alaska,2020-07-02,737438.0,1234,14
486,AK,Alaska,2020-07-03,737438.0,1294,15
487,AK,Alaska,2020-07-04,737438.0,1349,16
488,AK,Alaska,2020-07-05,737438.0,1382,16
489,AK,Alaska,2020-07-06,737438.0,1410,16
490,AK,Alaska,2020-07-07,737438.0,1434,17
491,AK,Alaska,2020-07-08,737438.0,1485,17
492,AK,Alaska,2020-07-09,737438.0,1537,17
493,AK,Alaska,2020-07-10,737438.0,1591,17
494,AK,Alaska,2020-07-11,737438.0,1668,17
495,AK,Alaska,2020-07-12,737438.0,1784,17
496,AK,Alaska,2020-07-13,737438.0,1855,17
497,AK,Alaska,2020-07-14,737438.0,1915,17
498,AK,Alaska,2020-07-15,737438.0,1972,17
499,AK,Alaska,2020-07-16,737438.0,2050,17
500,AK,Alaska,2020-07-17,737438.0,2102,17
501,AK,Alaska,2020-07-18,737438.0,2179,18
502,AK,Alaska,2020-07-19,737438.0,2295,18
503,AK,Alaska,2020-07-20,737438.0,2435,18
504,AK,Alaska,2020-07-21,737438.0,2541,18
505,AK,Alaska,2020-07-22,737438.0,2648,19
506,AK,Alaska,2020-07-23,737438.0,2727,19
507,AK,Alaska,2020-07-24,737438.0,2793,19
