,code,state,date,total_population,cases,deaths
7499,MN,Minnesota,2020-04-01,5611179.0,689,17
7500,MN,Minnesota,2020-04-02,5611179.0,742,18
7501,MN,Minnesota,2020-04-03,5611179.0,788,22
7502,MN,Minnesota,2020-04-04,5611179.0,865,24
7503,MN,Minnesota,2020-04-05,5611179.0,935,29
7504,MN,Minnesota,2020-04-06,5611179.0,986,30
7505,MN,Minnesota,2020-04-07,5611179.0,1069,34
7506,MN,Minnesota,2020-04-08,5611179.0,1154,39
7507,MN,Minnesota,2020-04-09,5611179.0,1240,50
7508,MN,Minnesota,2020-04-10,5611179.0,1336,57
7509,MN,Minnesota,2020-04-11,5611179.0,1427,64
7510,MN,Minnesota,2020-04-12,5611179.0,1621,70
7511,MN,Minnesota,2020-04-13,5611179.0,1621,70
7512,MN,Minnesota,2020-04-14,5611179.0,1695,79
7513,MN,Minnesota,2020-04-15,5611179.0,1809,87
7514,MN,Minnesota,2020-04-16,5611179.0,1809,87
7515,MN,Minnesota,2020-04-17,5611179.0,2070,111
7516,MN,Minnesota,2020-04-18,5611179.0,2209,121
7517,MN,Minnesota,2020-04-19,5611179.0,2356,134
7518,MN,Minnesota,2020-04-20,5611179.0,2470,143
7519,MN,Minnesota,2020-04-21,5611179.0,2567,160
7520,MN,Minnesota,2020-04-22,5611179.0,2722,179
7521,MN,Minnesota,2020-04-23,5611179.0,2942,200
7522,MN,Minnesota,2020-04-24,5611179.0,3185,221
7523,MN,Minnesota,2020-04-25,5611179.0,3446,244
7524,MN,Minnesota,2020-04-26,5611179.0,3602,272
7525,MN,Minnesota,2020-04-27,5611179.0,3811,286
7526,MN,Minnesota,2020-04-28,5611179.0,4181,301
7527,MN,Minnesota,2020-04-29,5611179.0,4644,319
7528,MN,Minnesota,2020-04-30,5611179.0,5136,343
7529,MN,Minnesota,2020-05-01,5611179.0,5730,370
7530,MN,Minnesota,2020-05-02,5611179.0,6232,394
7531,MN,Minnesota,2020-05-03,5611179.0,6663,418
7532,MN,Minnesota,2020-05-04,5611179.0,7234,427
7533,MN,Minnesota,2020-05-05,5611179.0,7851,455
7534,MN,Minnesota,2020-05-06,5611179.0,8579,485
7535,MN,Minnesota,2020-05-07,5611179.0,9365,508
7536,MN,Minnesota,2020-05-08,5611179.0,10088,534
7537,MN,Minnesota,2020-05-09,5611179.0,10790,558
7538,MN,Minnesota,2020-05-10,5611179.0,11271,578
7539,MN,Minnesota,2020-05-11,5611179.0,11799,591
7540,MN,Minnesota,2020-05-12,5611179.0,12494,614
7541,MN,Minnesota,2020-05-13,5611179.0,12917,638
7542,MN,Minnesota,2020-05-14,5611179.0,13435,672
7543,MN,Minnesota,2020-05-15,5611179.0,14240,692
7544,MN,Minnesota,2020-05-16,5611179.0,14969,709
7545,MN,Minnesota,2020-05-17,5611179.0,15668,731
7546,MN,Minnesota,2020-05-18,5611179.0,16372,740
7547,MN,Minnesota,2020-05-19,5611179.0,17029,757
7548,MN,Minnesota,2020-05-20,5611179.0,17670,786
7549,MN,Minnesota,2020-05-21,5611179.0,18200,818
7550,MN,Minnesota,2020-05-22,5611179.0,19005,851
7551,MN,Minnesota,2020-05-23,5611179.0,19845,861
7552,MN,Minnesota,2020-05-24,5611179.0,20573,878
7553,MN,Minnesota,2020-05-25,5611179.0,21315,890
7554,MN,Minnesota,2020-05-26,5611179.0,21960,908
7555,MN,Minnesota,2020-05-27,5611179.0,22464,942
7556,MN,Minnesota,2020-05-28,5611179.0,22947,977
7557,MN,Minnesota,2020-05-29,5611179.0,23531,1006
7558,MN,Minnesota,2020-05-30,5611179.0,24190,1036
7559,MN,Minnesota,2020-05-31,5611179.0,24850,1050
7560,MN,Minnesota,2020-06-01,5611179.0,25208,1060
7561,MN,Minnesota,2020-06-02,5611179.0,25508,1082
7562,MN,Minnesota,2020-06-03,5611179.0,25870,1097
7563,MN,Minnesota,2020-06-04,5611179.0,26273,1126
7564,MN,Minnesota,2020-06-05,5611179.0,26980,1159
7565,MN,Minnesota,2020-06-06,5611179.0,27501,1181
7566,MN,Minnesota,2020-06-07,5611179.0,27886,1197
7567,MN,Minnesota,2020-06-08,5611179.0,28224,1208
7568,MN,Minnesota,2020-06-09,5611179.0,28523,1228
7569,MN,Minnesota,2020-06-10,5611179.0,28869,1267
7570,MN,Minnesota,2020-06-11,5611179.0,29316,1280
7571,MN,Minnesota,2020-06-12,5611179.0,29795,1305
7572,MN,Minnesota,2020-06-13,5611179.0,30172,1314
7573,MN,Minnesota,2020-06-14,5611179.0,30471,1329
7574,MN,Minnesota,2020-06-15,5611179.0,30693,1335
7575,MN,Minnesota,2020-06-16,5611179.0,30882,1344
7576,MN,Minnesota,2020-06-17,5611179.0,31296,1357
7577,MN,Minnesota,2020-06-18,5611179.0,31675,1376
7578,MN,Minnesota,2020-06-19,5611179.0,32031,1393
7579,MN,Minnesota,2020-06-20,5611179.0,32467,1404
7580,MN,Minnesota,2020-06-21,5611179.0,32920,1412
7581,MN,Minnesota,2020-06-22,5611179.0,33227,1416
7582,MN,Minnesota,2020-06-23,5611179.0,33469,1425
7583,MN,Minnesota,2020-06-24,5611179.0,33763,1432
7584,MN,Minnesota,2020-06-25,5611179.0,34123,1441
7585,MN,Minnesota,2020-06-26,5611179.0,34616,1446
7586,MN,Minnesota,2020-06-27,5611179.0,35033,1452
7587,MN,Minnesota,2020-06-28,5611179.0,35549,1460
7588,MN,Minnesota,2020-06-29,5611179.0,35861,1470
7589,MN,Minnesota,2020-06-30,5611179.0,36303,1476
7590,MN,Minnesota,2020-07-01,5611179.0,36716,1482
7591,MN,Minnesota,2020-07-02,5611179.0,37210,1495
7592,MN,Minnesota,2020-07-03,5611179.0,37624,1503
7593,MN,Minnesota,2020-07-04,5611179.0,37624,1503
7594,MN,Minnesota,2020-07-05,5611179.0,38136,1508
7595,MN,Minnesota,2020-07-06,5611179.0,38569,1511
7596,MN,Minnesota,2020-07-07,5611179.0,39133,1514
7597,MN,Minnesota,2020-07-08,5611179.0,39589,1523
7598,MN,Minnesota,2020-07-09,5611179.0,40163,1528
7599,MN,Minnesota,2020-07-10,5611179.0,40767,1533
7600,MN,Minnesota,2020-07-11,5611179.0,41571,1537
7601,MN,Minnesota,2020-07-12,5611179.0,42281,1540
7602,MN,Minnesota,2020-07-13,5611179.0,42772,1542
7603,MN,Minnesota,2020-07-14,5611179.0,43170,1548
7604,MN,Minnesota,2020-07-15,5611179.0,43742,1558
7605,MN,Minnesota,2020-07-16,5611179.0,44347,1566
7606,MN,Minnesota,2020-07-17,5611179.0,45013,1573
7607,MN,Minnesota,2020-07-18,5611179.0,45470,1578
7608,MN,Minnesota,2020-07-19,5611179.0,46204,1581
7609,MN,Minnesota,2020-07-20,5611179.0,47107,1585
7610,MN,Minnesota,2020-07-21,5611179.0,47457,1588
7611,MN,Minnesota,2020-07-22,5611179.0,47961,1592
7612,MN,Minnesota,2020-07-23,5611179.0,48721,1601
7613,MN,Minnesota,2020-07-24,5611179.0,49488,1606
7614,MN,Minnesota,2020-07-25,5611179.0,50291,1611
7615,MN,Minnesota,2020-07-26,5611179.0,51153,1614
7616,MN,Minnesota,2020-07-27,5611179.0,51803,1616
7617,MN,Minnesota,2020-07-28,5611179.0,52281,1620
7618,MN,Minnesota,2020-07-29,5611179.0,52947,1629
7619,MN,Minnesota,2020-07-30,5611179.0,53692,1634
7620,MN,Minnesota,2020-07-31,5611179.0,54463,1640
7621,MN,Minnesota,2020-08-01,5611179.0,55188,1646
7622,MN,Minnesota,2020-08-02,5611179.0,55947,1654
7623,MN,Minnesota,2020-08-03,5611179.0,56560,1656
7624,MN,Minnesota,2020-08-04,5611179.0,57162,1660
7625,MN,Minnesota,2020-08-05,5611179.0,57779,1670
7626,MN,Minnesota,2020-08-06,5611179.0,58640,1677
7627,MN,Minnesota,2020-08-07,5611179.0,59185,1681
7628,MN,Minnesota,2020-08-08,5611179.0,60101,1689
7629,MN,Minnesota,2020-08-09,5611179.0,60898,1698
7630,MN,Minnesota,2020-08-10,5611179.0,61516,1701
7631,MN,Minnesota,2020-08-11,5611179.0,61839,1707
7632,MN,Minnesota,2020-08-12,5611179.0,62303,1724
7633,MN,Minnesota,2020-08-13,5611179.0,62993,1731
7634,MN,Minnesota,2020-08-14,5611179.0,63723,1739
7635,MN,Minnesota,2020-08-15,5611179.0,64413,1705
7636,MN,Minnesota,2020-08-16,5611179.0,65152,1752
7637,MN,Minnesota,2020-08-17,5611179.0,65716,1758
7638,MN,Minnesota,2020-08-18,5611179.0,66092,1767
7639,MN,Minnesota,2020-08-19,5611179.0,66618,1784
7640,MN,Minnesota,2020-08-20,5611179.0,67308,1791
7641,MN,Minnesota,2020-08-21,5611179.0,68133,1799
7642,MN,Minnesota,2020-08-22,5611179.0,68867,1807
7643,MN,Minnesota,2020-08-23,5611179.0,69584,1813
7644,MN,Minnesota,2020-08-24,5611179.0,70298,1817
7645,MN,Minnesota,2020-08-25,5611179.0,70707,1825
7646,MN,Minnesota,2020-08-26,5611179.0,71236,1840
7647,MN,Minnesota,2020-08-27,5611179.0,72390,1855
7648,MN,Minnesota,2020-08-28,5611179.0,73240,1859
7649,MN,Minnesota,2020-08-29,5611179.0,74257,1863
7650,MN,Minnesota,2020-08-30,5611179.0,75189,1865
7651,MN,Minnesota,2020-08-31,5611179.0,75864,1866
7652,MN,Minnesota,2020-09-01,5611179.0,76355,1871
7653,MN,Minnesota,2020-09-02,5611179.0,77085,1882
7654,MN,Minnesota,2020-09-03,5611179.0,78123,1889
7655,MN,Minnesota,2020-09-04,5611179.0,78966,1899
7656,MN,Minnesota,2020-09-05,5611179.0,79880,1903
7657,MN,Minnesota,2020-09-06,5611179.0,80587,1909
7658,MN,Minnesota,2020-09-07,5611179.0,81225,1912
7659,MN,Minnesota,2020-09-08,5611179.0,81608,1914
7660,MN,Minnesota,2020-09-09,5611179.0,81868,1921
7661,MN,Minnesota,2020-09-10,5611179.0,82249,1936
7662,MN,Minnesota,2020-09-11,5611179.0,82716,1949
7663,MN,Minnesota,2020-09-12,5611179.0,83588,1958
7664,MN,Minnesota,2020-09-13,5611179.0,84311,1971
7665,MN,Minnesota,2020-09-14,5611179.0,84949,1974
7666,MN,Minnesota,2020-09-15,5611179.0,85351,1979
7667,MN,Minnesota,2020-09-16,5611179.0,85813,1985
7668,MN,Minnesota,2020-09-17,5611179.0,86722,1994
7669,MN,Minnesota,2020-09-18,5611179.0,87807,2002
7670,MN,Minnesota,2020-09-19,5611179.0,88721,2015
7671,MN,Minnesota,2020-09-20,5611179.0,90017,2017
7672,MN,Minnesota,2020-09-21,5611179.0,90942,2021
7673,MN,Minnesota,2020-09-22,5611179.0,91422,2031
7674,MN,Minnesota,2020-09-23,5611179.0,92100,2037
7675,MN,Minnesota,2020-09-24,5611179.0,93012,2040
7676,MN,Minnesota,2020-09-25,5611179.0,94189,2046
7677,MN,Minnesota,2020-09-26,5611179.0,95659,2056
7678,MN,Minnesota,2020-09-27,5611179.0,96734,2060
7679,MN,Minnesota,2020-09-28,5611179.0,97638,2067
7680,MN,Minnesota,2020-09-29,5611179.0,98447,2072
7681,MN,Minnesota,2020-09-30,5611179.0,99134,2089
7682,MN,Minnesota,2020-10-01,5611179.0,100200,2102
7683,MN,Minnesota,2020-10-02,5611179.0,101366,2112
7684,MN,Minnesota,2020-10-03,5611179.0,102787,2126
7685,MN,Minnesota,2020-10-04,5611179.0,103826,2133
7686,MN,Minnesota,2020-10-05,5611179.0,104799,2136
7687,MN,Minnesota,2020-10-06,5611179.0,105740,2140
7688,MN,Minnesota,2020-10-07,5611179.0,106651,2154
7689,MN,Minnesota,2020-10-08,5611179.0,107922,2160
7690,MN,Minnesota,2020-10-09,5611179.0,109312,2174
7691,MN,Minnesota,2020-10-10,5611179.0,110828,2184
7692,MN,Minnesota,2020-10-11,5611179.0,112268,2194
7693,MN,Minnesota,2020-10-12,5611179.0,113439,2197
7694,MN,Minnesota,2020-10-13,5611179.0,114574,2204
7695,MN,Minnesota,2020-10-14,5611179.0,115943,2233
7696,MN,Minnesota,2020-10-15,5611179.0,117106,2252
7697,MN,Minnesota,2020-10-16,5611179.0,119396,2265
7698,MN,Minnesota,2020-10-17,5611179.0,121090,2270
7699,MN,Minnesota,2020-10-18,5611179.0,122812,2287
7700,MN,Minnesota,2020-10-19,5611179.0,124439,2292
7701,MN,Minnesota,2020-10-20,5611179.0,125531,2299
7702,MN,Minnesota,2020-10-21,5611179.0,126591,2334
7703,MN,Minnesota,2020-10-22,5611179.0,128152,2354
7704,MN,Minnesota,2020-10-23,5611179.0,129863,2367
7705,MN,Minnesota,2020-10-24,5611179.0,132122,2381
7706,MN,Minnesota,2020-10-25,5611179.0,133802,2402
7707,MN,Minnesota,2020-10-26,5611179.0,135372,2406
7708,MN,Minnesota,2020-10-27,5611179.0,137536,2421
7709,MN,Minnesota,2020-10-28,5611179.0,139444,2440
7710,MN,Minnesota,2020-10-29,5611179.0,142311,2472
7711,MN,Minnesota,2020-10-30,5611179.0,145465,2491
7712,MN,Minnesota,2020-10-31,5611179.0,148472,2511
7713,MN,Minnesota,2020-11-01,5611179.0,150672,2529
7714,MN,Minnesota,2020-11-02,5611179.0,153620,2538
7715,MN,Minnesota,2020-11-03,5611179.0,157096,2553
7716,MN,Minnesota,2020-11-04,5611179.0,160923,2584
7717,MN,Minnesota,2020-11-05,5611179.0,164865,2609
7718,MN,Minnesota,2020-11-06,5611179.0,170307,2645
7719,MN,Minnesota,2020-11-07,5611179.0,174954,2679
7720,MN,Minnesota,2020-11-08,5611179.0,180862,2710
7721,MN,Minnesota,2020-11-09,5611179.0,184788,2729
7722,MN,Minnesota,2020-11-10,5611179.0,189681,2752
7723,MN,Minnesota,2020-11-11,5611179.0,194570,2810
7724,MN,Minnesota,2020-11-12,5611179.0,201795,2849
7725,MN,Minnesota,2020-11-13,5611179.0,207339,2895
7726,MN,Minnesota,2020-11-14,5611179.0,216028,2930
7727,MN,Minnesota,2020-11-15,5611179.0,223581,2961
7728,MN,Minnesota,2020-11-16,5611179.0,231018,2973
7729,MN,Minnesota,2020-11-17,5611179.0,236949,2999
7730,MN,Minnesota,2020-11-18,5611179.0,242043,3066
7731,MN,Minnesota,2020-11-19,5611179.0,249906,3138
7732,MN,Minnesota,2020-11-20,5611179.0,256700,3206
7733,MN,Minnesota,2020-11-21,5611179.0,262952,3257
7734,MN,Minnesota,2020-11-22,5611179.0,270157,3297
7735,MN,Minnesota,2020-11-23,5611179.0,276500,3321
7736,MN,Minnesota,2020-11-24,5611179.0,282916,3359
7737,MN,Minnesota,2020-11-25,5611179.0,289303,3434
7738,MN,Minnesota,2020-11-26,5611179.0,289303,3434
7739,MN,Minnesota,2020-11-27,5611179.0,295001,3535
7740,MN,Minnesota,2020-11-28,5611179.0,304023,3580
7741,MN,Minnesota,2020-11-29,5611179.0,312969,3637
7742,MN,Minnesota,2020-11-30,5611179.0,318763,3652
7743,MN,Minnesota,2020-12-01,5611179.0,322312,3674
7744,MN,Minnesota,2020-12-02,5611179.0,327477,3751
7745,MN,Minnesota,2020-12-03,5611179.0,333626,3843
7746,MN,Minnesota,2020-12-04,5611179.0,338973,3904
7747,MN,Minnesota,2020-12-05,5611179.0,345281,3979
7748,MN,Minnesota,2020-12-06,5611179.0,350862,4043
7749,MN,Minnesota,2020-12-07,5611179.0,356152,4064
7750,MN,Minnesota,2020-12-08,5611179.0,359203,4086
7751,MN,Minnesota,2020-12-09,5611179.0,363719,4168
7752,MS,Mississippi,2020-01-22,2986530.0,0,0
7753,MS,Mississippi,2020-01-23,2986530.0,0,0
7754,MS,Mississippi,2020-01-24,2986530.0,0,0
7755,MS,Mississippi,2020-01-25,2986530.0,0,0
7756,MS,Mississippi,2020-01-26,2986530.0,0,0
7757,MS,Mississippi,2020-01-27,2986530.0,0,0
7758,MS,Mississippi,2020-01-28,2986530.0,0,0
7759,MS,Mississippi,2020-01-29,2986530.0,0,0
7760,MS,Mississippi,2020-01-30,2986530.0,0,0
7761,MS,Mississippi,2020-01-31,2986530.0,0,0
7762,MS,Mississippi,2020-02-01,2986530.0,0,0
7763,MS,Mississippi,2020-02-02,2986530.0,0,0
7764,MS,Mississippi,2020-02-03,2986530.0,0,0
7765,MS,Mississippi,2020-02-04,2986530.0,0,0
7766,MS,Mississippi,2020-02-05,2986530.0,0,0
7767,MS,Mississippi,2020-02-06,2986530.0,0,0
7768,MS,Mississippi,2020-02-07,2986530.0,0,0
7769,MS,Mississippi,2020-02-08,2986530.0,0,0
7770,MS,Mississippi,2020-02-09,2986530.0,0,0
7771,MS,Mississippi,2020-02-10,2986530.0,0,0
7772,MS,Mississippi,2020-02-11,2986530.0,0,0
7773,MS,Mississippi,2020-02-12,2986530.0,0,0
7774,MS,Mississippi,2020-02-13,2986530.0,0,0
7775,MS,Mississippi,2020-02-14,2986530.0,0,0
7776,MS,Mississippi,2020-02-15,2986530.0,0,0
7777,MS,Mississippi,2020-02-16,2986530.0,0,0
7778,MS,Mississippi,2020-02-17,2986530.0,0,0
7779,MS,Mississippi,2020-02-18,2986530.0,0,0
7780,MS,Mississippi,2020-02-19,2986530.0,0,0
7781,MS,Mississippi,2020-02-20,2986530.0,0,0
7782,MS,Mississippi,2020-02-21,2986530.0,0,0
7783,MS,Mississippi,2020-02-22,2986530.0,0,0
7784,MS,Mississippi,2020-02-23,2986530.0,0,0
7785,MS,Mississippi,2020-02-24,2986530.0,0,0
7786,MS,Mississippi,2020-02-25,2986530.0,0,0
7787,MS,Mississippi,2020-02-26,2986530.0,0,0
7788,MS,Mississippi,2020-02-27,2986530.0,0,0
7789,MS,Mississippi,2020-02-28,2986530.0,0,0
7790,MS,Mississippi,2020-02-29,2986530.0,0,0
7791,MS,Mississippi,2020-03-01,2986530.0,0,0
7792,MS,Mississippi,2020-03-02,2986530.0,0,0
7793,MS,Mississippi,2020-03-03,2986530.0,0,0
7794,MS,Mississippi,2020-03-04,2986530.0,0,0
7795,MS,Mississippi,2020-03-05,2986530.0,0,0
7796,MS,Mississippi,2020-03-06,2986530.0,0,0
7797,MS,Mississippi,2020-03-07,2986530.0,0,0
7798,MS,Mississippi,2020-03-08,2986530.0,0,0
7799,MS,Mississippi,2020-03-09,2986530.0,0,0
7800,MS,Mississippi,2020-03-10,2986530.0,0,0
7801,MS,Mississippi,2020-03-11,2986530.0,0,0
7802,MS,Mississippi,2020-03-12,2986530.0,1,0
7803,MS,Mississippi,2020-03-13,2986530.0,6,0
7804,MS,Mississippi,2020-03-14,2986530.0,6,0
7805,MS,Mississippi,2020-03-15,2986530.0,6,0
7806,MS,Mississippi,2020-03-16,2986530.0,12,0
7807,MS,Mississippi,2020-03-17,2986530.0,21,0
7808,MS,Mississippi,2020-03-18,2986530.0,34,0
7809,MS,Mississippi,2020-03-19,2986530.0,50,1
7810,MS,Mississippi,2020-03-20,2986530.0,80,1
7811,MS,Mississippi,2020-03-21,2986530.0,140,1
7812,MS,Mississippi,2020-03-22,2986530.0,207,1
7813,MS,Mississippi,2020-03-23,2986530.0,249,1
7814,MS,Mississippi,2020-03-24,2986530.0,320,1
7815,MS,Mississippi,2020-03-25,2986530.0,377,3
7816,MS,Mississippi,2020-03-26,2986530.0,485,6
7817,MS,Mississippi,2020-03-27,2986530.0,579,8
7818,MS,Mississippi,2020-03-28,2986530.0,663,13
7819,MS,Mississippi,2020-03-29,2986530.0,759,14
7820,MS,Mississippi,2020-03-30,2986530.0,847,16
7821,MS,Mississippi,2020-03-31,2986530.0,937,20
7822,MS,Mississippi,2020-04-01,2986530.0,1073,22
7823,MS,Mississippi,2020-04-02,2986530.0,1177,26
7824,MS,Mississippi,2020-04-03,2986530.0,1358,29
7825,MS,Mississippi,2020-04-04,2986530.0,1455,35
7826,MS,Mississippi,2020-04-05,2986530.0,1638,43
7827,MS,Mississippi,2020-04-06,2986530.0,1738,51
7828,MS,Mississippi,2020-04-07,2986530.0,1915,60
7829,MS,Mississippi,2020-04-08,2986530.0,2003,67
7830,MS,Mississippi,2020-04-09,2986530.0,2260,76
7831,MS,Mississippi,2020-04-10,2986530.0,2469,82
7832,MS,Mississippi,2020-04-11,2986530.0,2642,93
7833,MS,Mississippi,2020-04-12,2986530.0,2781,96
7834,MS,Mississippi,2020-04-13,2986530.0,2942,98
7835,MS,Mississippi,2020-04-14,2986530.0,3087,111
7836,MS,Mississippi,2020-04-15,2986530.0,3360,122
7837,MS,Mississippi,2020-04-16,2986530.0,3624,129
7838,MS,Mississippi,2020-04-17,2986530.0,3793,140
7839,MS,Mississippi,2020-04-18,2986530.0,3974,152
7840,MS,Mississippi,2020-04-19,2986530.0,4274,159
7841,MS,Mississippi,2020-04-20,2986530.0,4512,169
7842,MS,Mississippi,2020-04-21,2986530.0,4716,183
7843,MS,Mississippi,2020-04-22,2986530.0,4894,193
7844,MS,Mississippi,2020-04-23,2986530.0,5153,201
7845,MS,Mississippi,2020-04-24,2986530.0,5434,209
7846,MS,Mississippi,2020-04-25,2986530.0,5718,221
7847,MS,Mississippi,2020-04-26,2986530.0,5911,227
7848,MS,Mississippi,2020-04-27,2986530.0,6094,229
7849,MS,Mississippi,2020-04-28,2986530.0,6342,239
7850,MS,Mississippi,2020-04-29,2986530.0,6569,250
7851,MS,Mississippi,2020-04-30,2986530.0,6815,261
7852,MS,Mississippi,2020-05-01,2986530.0,7212,281
7853,MS,Mississippi,2020-05-02,2986530.0,7441,291
7854,MS,Mississippi,2020-05-03,2986530.0,7550,303
7855,MS,Mississippi,2020-05-04,2986530.0,7877,310
7856,MS,Mississippi,2020-05-05,2986530.0,8207,342
7857,MS,Mississippi,2020-05-06,2986530.0,8424,374
7858,MS,Mississippi,2020-05-07,2986530.0,8686,396
7859,MS,Mississippi,2020-05-08,2986530.0,9090,409
7860,MS,Mississippi,2020-05-09,2986530.0,9378,421
7861,MS,Mississippi,2020-05-10,2986530.0,9501,430
7862,MS,Mississippi,2020-05-11,2986530.0,9674,435
7863,MS,Mississippi,2020-05-12,2986530.0,9908,457
7864,MS,Mississippi,2020-05-13,2986530.0,10090,465
7865,MS,Mississippi,2020-05-14,2986530.0,10483,480
7866,MS,Mississippi,2020-05-15,2986530.0,10801,493
7867,MS,Mississippi,2020-05-16,2986530.0,11123,510
7868,MS,Mississippi,2020-05-17,2986530.0,11296,521
7869,MS,Mississippi,2020-05-18,2986530.0,11432,527
7870,MS,Mississippi,2020-05-19,2986530.0,11704,554
7871,MS,Mississippi,2020-05-20,2986530.0,11967,570
7872,MS,Mississippi,2020-05-21,2986530.0,12222,580
7873,MS,Mississippi,2020-05-22,2986530.0,12625,595
7874,MS,Mississippi,2020-05-23,2986530.0,13005,616
7875,MS,Mississippi,2020-05-24,2986530.0,13260,625
7876,MS,Mississippi,2020-05-25,2986530.0,13458,635
7877,MS,Mississippi,2020-05-26,2986530.0,13731,652
7878,MS,Mississippi,2020-05-27,2986530.0,14044,670
7879,MS,Mississippi,2020-05-28,2986530.0,14372,693
7880,MS,Mississippi,2020-05-29,2986530.0,14793,710
7881,MS,Mississippi,2020-05-30,2986530.0,15229,723
7882,MS,Mississippi,2020-05-31,2986530.0,15523,734
7883,MS,Mississippi,2020-06-01,2986530.0,15752,739
7884,MS,Mississippi,2020-06-02,2986530.0,16041,767
7885,MS,Mississippi,2020-06-03,2986530.0,16322,782
7886,MS,Mississippi,2020-06-04,2986530.0,16560,794
7887,MS,Mississippi,2020-06-05,2986530.0,16769,803
7888,MS,Mississippi,2020-06-06,2986530.0,17039,811
7889,MS,Mississippi,2020-06-07,2986530.0,17270,817
7890,MS,Mississippi,2020-06-08,2986530.0,17768,837
7891,MS,Mississippi,2020-06-09,2986530.0,18123,847
7892,MS,Mississippi,2020-06-10,2986530.0,18483,868
7893,MS,Mississippi,2020-06-11,2986530.0,18483,868
7894,MS,Mississippi,2020-06-12,2986530.0,19091,881
7895,MS,Mississippi,2020-06-13,2986530.0,19348,889
7896,MS,Mississippi,2020-06-14,2986530.0,19516,891
7897,MS,Mississippi,2020-06-15,2986530.0,19799,895
7898,MS,Mississippi,2020-06-16,2986530.0,20152,915
7899,MS,Mississippi,2020-06-17,2986530.0,20641,938
7900,MS,Mississippi,2020-06-18,2986530.0,20641,938
7901,MS,Mississippi,2020-06-19,2986530.0,20641,938
7902,MS,Mississippi,2020-06-20,2986530.0,20641,938
7903,MS,Mississippi,2020-06-21,2986530.0,20641,938
7904,MS,Mississippi,2020-06-22,2986530.0,22329,978
7905,MS,Mississippi,2020-06-23,2986530.0,22898,989
7906,MS,Mississippi,2020-06-24,2986530.0,23424,1011
7907,MS,Mississippi,2020-06-25,2986530.0,24516,1016
7908,MS,Mississippi,2020-06-26,2986530.0,25066,1022
7909,MS,Mississippi,2020-06-27,2986530.0,25531,1035
7910,MS,Mississippi,2020-06-28,2986530.0,25892,1039
7911,MS,Mississippi,2020-06-29,2986530.0,26567,1059
7912,MS,Mississippi,2020-06-30,2986530.0,27247,1073
7913,MS,Mississippi,2020-07-01,2986530.0,27900,1082
7914,MS,Mississippi,2020-07-02,2986530.0,28770,1092
7915,MS,Mississippi,2020-07-03,2986530.0,29684,1103
7916,MS,Mississippi,2020-07-04,2986530.0,30674,1107
7917,MS,Mississippi,2020-07-05,2986530.0,30900,1111
7918,MS,Mississippi,2020-07-06,2986530.0,31257,1114
7919,MS,Mississippi,2020-07-07,2986530.0,32214,1158
7920,MS,Mississippi,2020-07-08,2986530.0,32888,1188
7921,MS,Mississippi,2020-07-09,2986530.0,33591,1204
7922,MS,Mississippi,2020-07-10,2986530.0,34622,1215
7923,MS,Mississippi,2020-07-11,2986530.0,35419,1230
7924,MS,Mississippi,2020-07-12,2986530.0,36287,1249
7925,MS,Mississippi,2020-07-13,2986530.0,36680,1250
7926,MS,Mississippi,2020-07-14,2986530.0,37542,1272
7927,MS,Mississippi,2020-07-15,2986530.0,38567,1290
7928,MS,Mississippi,2020-07-16,2986530.0,39797,1308
7929,MS,Mississippi,2020-07-17,2986530.0,40829,1332
7930,MS,Mississippi,2020-07-18,2986530.0,41846,1346
7931,MS,Mississippi,2020-07-19,2986530.0,42638,1355
7932,MS,Mississippi,2020-07-20,2986530.0,43889,1358
7933,MS,Mississippi,2020-07-21,2986530.0,45524,1389
7934,MS,Mississippi,2020-07-22,2986530.0,47071,1423
7935,MS,Mississippi,2020-07-23,2986530.0,48053,1436
7936,MS,Mississippi,2020-07-24,2986530.0,49585,1463
7937,MS,Mississippi,2020-07-25,2986530.0,50981,1478
7938,MS,Mississippi,2020-07-26,2986530.0,52154,1493
7939,MS,Mississippi,2020-07-27,2986530.0,52781,1498
7940,MS,Mississippi,2020-07-28,2986530.0,54085,1540
7941,MS,Mississippi,2020-07-29,2986530.0,55804,1563
7942,MS,Mississippi,2020-07-30,2986530.0,57579,1611
7943,MS,Mississippi,2020-07-31,2986530.0,58747,1663
7944,MS,Mississippi,2020-08-01,2986530.0,59881,1693
7945,MS,Mississippi,2020-08-02,2986530.0,60553,1703
7946,MS,Mississippi,2020-08-03,2986530.0,61125,1711
7947,MS,Mississippi,2020-08-04,2986530.0,62199,1753
7948,MS,Mississippi,2020-08-05,2986530.0,63444,1804
7949,MS,Mississippi,2020-08-06,2986530.0,64400,1825
7950,MS,Mississippi,2020-08-07,2986530.0,65436,1848
7951,MS,Mississippi,2020-08-08,2986530.0,66646,1874
7952,MS,Mississippi,2020-08-09,2986530.0,67173,1896
7953,MS,Mississippi,2020-08-10,2986530.0,67649,1912
7954,MS,Mississippi,2020-08-11,2986530.0,68293,1944
7955,MS,Mississippi,2020-08-12,2986530.0,69374,1989
7956,MS,Mississippi,2020-08-13,2986530.0,69986,2011
7957,MS,Mississippi,2020-08-14,2986530.0,70930,2043
7958,MS,Mississippi,2020-08-15,2986530.0,71755,2080
